,missing_network,school_network,inconsistent_network,notunique_network,missing_metadata
2314,,,network code revised for CA29 station from XX to 4N,,
2315,,,network code revised for CA29 station from XX to 4N,,
2316,,,network code revised for CA31 station from XX to 4N,,
2317,,,network code revised for CA31 station from XX to 4N,,
2318,,,network code revised for CA31 station from XX to 4N,,
2319,,,network code revised for CA33 station from XX to 4N,,
2320,,,network code revised for CA33 station from XX to 4N,,
2321,,,network code revised for CA33 station from XX to 4N,,
2322,,,network code revised for CA04 station from XX to 4N,,
2323,,,network code revised for CA04 station from XX to 4N,,
2324,,,network code revised for CA04 station from XX to 4N,,
2325,,,network code revised for CA34 station from XX to 4N,,
2326,,,network code revised for CA34 station from XX to 4N,,
2327,,,network code revised for CA34 station from XX to 4N,,
2328,,,network code revised for CA35 station from XX to 4N,,
2329,,,network code revised for CA35 station from XX to 4N,,
2330,,,network code revised for CA35 station from XX to 4N,,
2331,,,network code revised for CA36 station from XX to 4N,,
2332,,,network code revised for CA36 station from XX to 4N,,
2333,,,network code revised for CA36 station from XX to 4N,,
2334,,,network code revised for CA03 station from XX to 4N,,
2335,,,network code revised for CA03 station from XX to 4N,,
2336,,,network code revised for CA03 station from XX to 4N,,
2337,,,network code revised for CA37 station from XX to 4N,,
2338,,,network code revised for CA37 station from XX to 4N,,
2339,,,network code revised for CA37 station from XX to 4N,,
2340,,,network code revised for CA38 station from XX to 4N,,
2341,,,network code revised for CA38 station from XX to 4N,,
2342,,,network code revised for CA38 station from XX to 4N,,
2343,,,network code revised for CA02 station from XX to 4N,,
2344,,,network code revised for CA02 station from XX to 4N,,
2345,,,network code revised for CA02 station from XX to 4N,,
2346,,,network code revised for CASG station from XX to 4N,,
2347,,,network code revised for CASG station from XX to 4N,,
2348,,,network code revised for CASG station from XX to 4N,,
2349,,,network code revised for CLIF station from AB to VW,,
2350,,,network code revised for CLIF station from AB to VW,,
2351,,,network code revised for CLIF station from AB to VW,,
2352,,,network code revised for CLIF station from AB to VW,,
2353,,,network code revised for CLIF station from AB to VW,,
2354,,,network code revised for CLIF station from AB to VW,,
2355,,,network code revised for BRIG station from AB to VW,,
2356,,,network code revised for BRIG station from AB to VW,,
2357,,,network code revised for BRIG station from AB to VW,,
2358,,,network code revised for MLWM station from AB to OZ,,
2359,,,network code revised for MLWM station from AB to OZ,,
2360,,,network code revised for MLWM station from AB to OZ,,
2361,,,network code revised for NARR station from AB to VW,,
2362,,,network code revised for NARR station from AB to VW,,
2363,,,network code revised for NARR station from AB to VW,,
2364,,,network code revised for NARR station from AB to VW,,
2365,,,network code revised for NARR station from AB to VW,,
2366,,,network code revised for NARR station from AB to VW,,
2367,,,network code revised for NARR station from AB to VW,,
2368,,,network code revised for NARR station from AB to VW,,
2369,,,network code revised for NARR station from AB to VW,,
2370,,,network code revised for NARR station from AB to VW,,
2371,,,network code revised for NARR station from AB to VW,,
2372,,,network code revised for NARR station from AB to VW,,
2373,,,network code revised for CDNM station from AB to OZ,,
2374,,,network code revised for CDNM station from AB to OZ,,
2375,,,network code revised for CDNM station from AB to OZ,,
2376,,,network code revised for CDNM station from AB to OZ,,
2377,,,network code revised for CDNM station from AB to OZ,,
2378,,,network code revised for CDNM station from AB to OZ,,
2379,,,network code revised for MARD station from AB to VW,,
2380,,,network code revised for MARD station from AB to VW,,
2381,,,network code revised for MARD station from AB to VW,,
2382,,,network code revised for STBK station from UM to VW,,
2383,,,network code revised for STBK station from UM to VW,,
2384,,,network code revised for STBK station from UM to VW,,
2385,,,network code revised for KORUM station from AB to OZ,,
2386,,,network code revised for KORUM station from AB to OZ,,
2387,,,network code revised for KORUM station from AB to OZ,,
2388,,,network code revised for KORUM station from AB to OZ,,
2389,,,network code revised for KORUM station from AB to OZ,,
2390,,,network code revised for DDSW station from UM to VW,,
2391,,,network code revised for DDSW station from UM to VW,,
2392,,,network code revised for DDSW station from UM to VW,,
2393,,,network code revised for SCMB station from AB to VW,,
2394,,,network code revised for SCMB station from AB to VW,,
2395,,,network code revised for SCMB station from AB to VW,,
2396,,,network code revised for LRSH station from UM to VW,,
2397,,,network code revised for LRSH station from UM to VW,,
2398,,,network code revised for LRSH station from UM to VW,,
2399,,,network code revised for LRSE station from UM to VW,,
2400,,,network code revised for LRSE station from UM to VW,,
2401,,,network code revised for LRSE station from UM to VW,,
2402,,,network code revised for WDSD station from UM to VW,,
2403,,,network code revised for WDSD station from UM to VW,,
2404,,,network code revised for WDSD station from UM to VW,,
2405,,,network code revised for BUCHN station from AB to OZ,,
2406,,,network code revised for BUCHN station from AB to OZ,,
2407,,,network code revised for BUCHN station from AB to OZ,,
2408,,,network code revised for DROM station from AB to OZ,,
2409,,,network code revised for DROM station from AB to OZ,,
2410,,,network code revised for DROM station from AB to OZ,,
2411,,,network code revised for DROM station from AB to OZ,,
2412,,,network code revised for DROM station from AB to OZ,,
2413,,,network code revised for DROM station from AB to OZ,,
2414,,,network code revised for WPSH station from AB to VW,,
2415,,,network code revised for WPSH station from AB to VW,,
2416,,,network code revised for WPSH station from AB to VW,,
2417,,,network code revised for ROWM station from AB to OZ,,
2418,,,network code revised for ROWM station from AB to OZ,,
2419,,,network code revised for ROWM station from AB to OZ,,
2420,,,network code revised for CCRM station from AB to OZ,,
2421,,,network code revised for DEAL station from UM to VW,,
2422,,,network code revised for FRTM station from AB to OZ,,
2423,,,network code revised for FRTM station from AB to OZ,,
2424,,,network code revised for FRTM station from AB to OZ,,
2425,,,network code revised for LOCU station from AB to VW,,
2426,,,network code revised for HOLS station from AB to VW,,
2427,,,network code revised for HOLS station from AB to VW,,
2428,,,network code revised for HOLS station from AB to VW,,
2429,,,network code revised for HDDL station from AB to VW,,
2430,,,network code revised for HDDL station from AB to VW,,
2431,,,network code revised for HDDL station from AB to VW,,
2432,,,network code revised for MARD station from AB to VW,,
2433,,,network code revised for BEST station from AB to VW,,
2434,,,network code revised for CLIF station from AB to VW,,
2435,,,network code revised for WPSH station from AB to VW,,
2436,,,network code revised for WPSH station from AB to VW,,
2437,,,network code revised for WPSH station from AB to VW,,
2438,,,network code revised for WLSH station from UM to VW,,
2439,,,network code revised for WLSH station from UM to VW,,
2440,,,network code revised for WLSH station from UM to VW,,
2441,,,network code revised for CRJN station from AB to VW,,
2442,,,network code revised for WPM4Y station from AB to VW,,
2443,,,network code revised for WPM4Y station from AB to VW,,
2444,,,network code revised for WPM4Y station from AB to VW,,
2445,,,network code revised for WDSD station from UM to VW,,
2446,,,network code revised for WDSD station from UM to VW,,
2447,,,network code revised for WDSD station from UM to VW,,
2448,,,network code revised for STBK station from UM to VW,,
2449,,,network code revised for STBK station from UM to VW,,
2450,,,network code revised for STBK station from UM to VW,,
2451,,,network code revised for BRIG station from AB to VW,,
2452,,,network code revised for DDSW station from UM to VW,,
2453,,,network code revised for DDSW station from UM to VW,,
2454,,,network code revised for DDSW station from UM to VW,,
2455,,,network code revised for DDWK station from UM to VW,,
2456,,,network code revised for DDWK station from UM to VW,,
2457,,,network code revised for DDWK station from UM to VW,,
2458,,,network code revised for DDWB station from UM to VW,,
2459,,,network code revised for DDWB station from UM to VW,,
2460,,,network code revised for DDWB station from UM to VW,,
2461,,,network code revised for DDNE station from UM to VW,,
2462,,,network code revised for DDNE station from UM to VW,,
2463,,,network code revised for DDNE station from UM to VW,,
2464,,,network code revised for LRSH station from UM to VW,,
2465,,,network code revised for LRSE station from UM to VW,,
2466,,,network code revised for LRSE station from UM to VW,,
2467,,,network code revised for LRSE station from UM to VW,,
2468,,,network code revised for FORG station from UM to VW,,
2469,,,network code revised for BRTH station from UM to VW,,
2470,,,network code revised for BRTH station from UM to VW,,
